0,1,2,3,4,5,6,7,8,9,10
C0079731,Arsenic trioxide,,mesalazine,aspirin,tiludronate,fludarabine,icosapent,cladribine,pomalidomide,lenalidomide
C0030319,Tolcapone,entacapone,OPICAPONE,pirlindole,methyldopa,regadenoson,Benzphetamine,istradefylline,tizanidine,brimonidine
C0020452,clenbuterol,,Phenylpropanolamine,GINSENG,triflusal,lenalidomide,Thalidomide,celiprolol,pomalidomide,atenolol-(+/-)
C0398775,CONESTAT ALFA,Urokinase,TUROCTOCOG ALFA,Etanercept,6-Aminocaproic Acid,NAFAMOSTAT,Abciximab,Tenecteplase,trastuzumab,Cetuximab
C0039103,Collagenase clostridium histolyticum,vemurafenib,trametinib,dabrafenib,cobimetinib,sorafenib,regorafenib,bosutinib,fostamatinib,Tenecteplase
C0028768,,Acetohydroxamic Acid,trimipramine,ziprasidone,loxapine,zotepine,nortriptyline,minaprine,yohimbine,desipramine
C0028754,NADH,fostamatinib,zinc,retinol,Rifabutin,aspirin,glycolic acid,fulvestrant,resveratrol,ospemifene
C0027498,cholic-acid,Oxygen,,Acetohydroxamic Acid,Pegaptanib,regorafenib,fostamatinib,NADH,ponatinib,dasatinib
C0151526,hydroflumethiazide,niflumic-acid,etacrynic-acid,bumetanide,trichlormethiazide,chlorthalidone,bendroflumethiazide,quinethazone,methyclothiazide,furosemide
C0006287,Canakinumab,Rilonacept,glucosamine,minocycline,ibudilast,diacerein,,pyridoxine,pyridoxal,Oprelvekin
C0014867,THROMBOMODULIN ALFA,baricitinib,,,ruxolitinib,tofacitinib,THROMBIN ALFA,,rivaroxaban,apixaban
C0016057,halofuginone,Collagenase clostridium histolyticum,palifermin,regorafenib,fostamatinib,nintedanib,belinostat,pazopanib,panobinostat,romidepsin
C0085159,minaprine,zotepine,pramipexole,ropinirole,trifluoperazine,Apomorphine,clomipramine,Fenfluramine,Pergolide,Nefazodone
C0008533,TUROCTOCOG ALFA,Kappadione,Fondaparinux,Enoxaparin,Bemiparin,Heparin,Sulodexide,Danaparoid,Antithrombin III,
C0149745,,Filgrastim,naloxone,paclitaxel,sivelestat,,zinc,,isoflurophate,Thalidomide
C0009375,zinc,tranylcypromine,Pyridoxal Phosphate,pioglitazone,rasagiline,nandrolone,lornoxicam,naproxen,tenoxicam,meloxicam
C2718128,naloxegol,icosapent,,deslanoside,NADH,ixabepilone,aspirin,fostamatinib,calcitriol,colchicine
C0029927,Rituximab,Tositumomab,Ibritumomab tiuxetan,ofatumumab,ocrelizumab,obinutuzumab,Sucroferric Oxyhydroxide,spironolactone,resveratrol,aspirin
C0017605,,trimetazidine,levothyroxine,liothyronine,Dextrothyroxine,amiodarone,cleviprex,romidepsin,fostamatinib,belinostat
C0036690,Filgrastim,ibrutinib,sivelestat,dasatinib,ixabepilone,colchicine,vinorelbine,Tromethamine,fostamatinib,pirfenidone
C0013404,Tranexamic Acid,zinc,6-Aminocaproic Acid,fostamatinib,Tenecteplase,Streptokinase,Anistreplase,Reteplase,fulvestrant,bazedoxifene
C0220710,trimetazidine,Glutathione,carmustine,NADH,L-Isoleucine,Omega-3-carboxylic acids,N-Acetyl-D-glucosamine,coenzyme Q10,,Valproic Acid
C0020757,zinc,,bosutinib,MOROCTOCOG ALFA,NADH,IRON DEXTRAN,trametinib,Choline,podophyllotoxin,fostamatinib
C0025149,pyridoxine,pyridoxal,voglibose,fostamatinib,Arsenic trioxide,estramustine,podophyllotoxin,fulvestrant,regorafenib,vorinostat
C0030578,Tranexamic Acid,fingolimod,Niclosamide,acitretin,6-Aminocaproic Acid,Streptokinase,N-Acetyl-D-glucosamine,Reteplase,Anistreplase,Alteplase
C1960397,dasatinib,bosutinib,ponatinib,fostamatinib,regorafenib,imatinib,baricitinib,nilotinib,nintedanib,allylestrenol
C0004352,lamotrigine,Ethanol,primidone,amoxapine,olanzapine,fostamatinib,Dehydroepiandrosterone,topiramate,Pentobarbital,Secobarbital
C0242383,Pyruvic acid,zinc,,Iron,AFLIBERCEPT,Thalidomide,IRON DEXTRAN,Oxycodone,carvedilol,minocycline
C0018021,nateglinide,glipizide,minoxidil,mitiglinide,tolazamide,acetohexamide,chlorpropamide,gliquidone,yohimbine,Dextrothyroxine
C0020555,coenzyme Q10,NADH,insulin human,Mecasermin,Succinic acid,"insulin, neutral",Insulin Lispro,Insulin Glargine,Insulin Degludec,Insulin Detemir
C0036337,cysteamine,Vapreotide,somatostatin,Lanreotide,safinamide,melatonin,octreotide,pasireotide,isocarboxazid,procarbazine
C0036323,fostamatinib,,vemurafenib,bosutinib,dimethyl-fumarate,MOROCTOCOG ALFA,zoledronic-acid,,regorafenib,podophyllotoxin
C1384600,Siltuximab,GINSENG,Polaprezinc,ibudilast,omalizumab,,carfilzomib,Choline,choline salicylate,bortezomib
C0018790,aprindine,cinchocaine,propafenone,vernakalant,flecainide,procainamide,glucosamine,quinidine,disopyramide,apremilast
C0038454,,Acetohydroxamic Acid,pirfenidone,ibudilast,Filgrastim,apremilast,resveratrol,zinc,Adenosine monophosphate,triflusal
C0022593,dimethyl-fumarate,cefdinir,mesalazine,melatonin,levocarnitine,aspirin,NADH,fulvestrant,,Arsenic trioxide
C0005138,Polaprezinc,glucosamine,Certolizumab pegol,golimumab,pirfenidone,Infliximab,hyaluronidase (ovine),pomalidomide,lenalidomide,clenbuterol
C0023869,,fulvestrant,ospemifene,bazedoxifene,ethinyl-estradiol,raloxifene,Estrone,estramustine,Diethylstilbestrol,lasofoxifene
C0011603,simvastatin,nicotinamide,olaparib,fluticasone propionate,Theophylline,mebendazole,niflumic-acid,zinc,fostamatinib,Tenecteplase
C0024121,zinc,fostamatinib,Arsenic trioxide,,obeticholic acid,Omega-3-carboxylic acids,regorafenib,,fulvestrant,NADH
C0032019,acetophenazine,Pipotiazine,thiothixene,quinagolide,itopride,,blonanserin,,triflupromazine,mesoridazine
C0027819,fostamatinib,cholic-acid,,fulvestrant,podophyllotoxin,regorafenib,Arsenic trioxide,ospemifene,imatinib,bazedoxifene
C0032227,,Acetohydroxamic Acid,,,Choriogonadotropin alfa,Follicle Stimulating Hormone,,gabexate,NAFAMOSTAT,Aprotinin
C0878544,cholic-acid,Oxygen,NADH,zinc,aspirin,fostamatinib,carvedilol,isoprenaline,resveratrol,MOROCTOCOG ALFA
C0023470,panobinostat,belinostat,vorinostat,romidepsin,Tixocortol,lovastatin,Aminophylline,minocycline,,CHONDROITIN SODIUM
C0020179,tranylcypromine,nandrolone,phentermine,,procarbazine,selegiline,toloxatone,moclobemide,,pargyline
C0149871,Fondaparinux,Bemiparin,Enoxaparin,Sulodexide,Danaparoid,Antithrombin III,Heparin,Kappadione,,Sodium Tetradecyl Sulfate
C0917801,,suvorexant,Acetohydroxamic Acid,"insulin, neutral",dasatinib,acetylcysteine,glutamine-(l),mercaptopurine,Filgrastim,azathioprine
C0023465,Filgrastim,decitabine,azacitidine,sivelestat,panobinostat,resveratrol,vorinostat,Tixocortol,phenylbutyrate,belinostat
C0043352,nintedanib,ponatinib,palifermin,lenvatinib,fostamatinib,regorafenib,vandetanib,pazopanib,Thalidomide,zinc
C0015672,fostamatinib,cholic-acid,Adenosine monophosphate,amrinone,Oxygen,triflusal,Theophylline,caffeine,apremilast,liothyronine
C0014550,Valproic Acid,primidone,propofol,phenytoin,lamotrigine,brivaracetam,tetracaine,carbamazepine,topiramate,eslicarbazepine-acetate
C0014544,NADH,fostamatinib,MAGNESIUM,,MAGNESIUM ACETATE,digoxin,,almitrine,bretylium,ciclopirox
C0018418,goserelin-acetate,Buserelin,gestrinone,danazol,,Lutropin alfa,gonadorelin,ganirelix,triptorelin,Histrelin
C0002871,zinc,Tranexamic Acid,6-Aminocaproic Acid,Iron,Streptokinase,fostamatinib,quinidine,Tenecteplase,Reteplase,NADH
C0025202,fostamatinib,icosapent,dasatinib,zinc,Ecothiopate,bosutinib,Rosiglitazone,fulvestrant,aspirin,ospemifene
C0041948,nintedanib,sorafenib,lenvatinib,regorafenib,pazopanib,sunitinib,axitinib,Polaprezinc,hyaluronidase (ovine),ponatinib
C2973725,Collagenase clostridium histolyticum,fostamatinib,,dienestrol,MOROCTOCOG ALFA,carvedilol,ethinyl-estradiol,masoprocol,Tenecteplase,minocycline
C0031511,tranylcypromine,nandrolone,,toloxatone,procarbazine,moclobemide,selegiline,pargyline,isocarboxazid,
C0018801,cholic-acid,Oxygen,zinc,NADH,dexamethasone,felodipine,spironolactone,progesterone,fostamatinib,isoprenaline
C0011616,zinc,NADH,Glutathione,fostamatinib,paclitaxel,sulindac,resveratrol,Thalidomide,levodopa,Arsenic trioxide
C0162834,regorafenib,ponatinib,imatinib,pazopanib,fostamatinib,mitotane,sunitinib,podophyllotoxin,Succinic acid,dasatinib
C0162820,Adalimumab,melatonin,Etanercept,Muromonab-CD3,Gemtuzumab ozogamicin,alefacept,palivizumab,Cetuximab,efalizumab,trastuzumab
C0042514,aprindine,cinchocaine,levocarnitine,carvedilol,tetracaine,nifedipine,oxymetholone,loperamide,Valproic Acid,trifluoperazine
C0221023,Filgrastim,sivelestat,Acetohydroxamic Acid,resveratrol,,6-Aminocaproic Acid,paracetamol,coumarin,NAFAMOSTAT,ocriplasmin
C0020540,abiraterone,aliskiren-hemifumarate,Remikiren,tenofovir-disoproxil,finasteride,fluconazole,dihydrotestosterone,itraconazole,efinaconazole,dutasteride
C0002736,fostamatinib,aspirin,zinc,Glutathione,fulvestrant,isoprenaline,,ospemifene,paclitaxel,NADH
C0268543,L-Glutamic Acid,sotalol,ruxolitinib,fostamatinib,Niclosamide,,,,estradiol,mestranol
C0162565,glutamine-(l),azathioprine,mercaptopurine,dasatinib,Ethchlorvynol,lorazepam,Alprazolam,Chlordiazepoxide,methyprylon,Clorazepate
C0042138,Arsenic trioxide,fostamatinib,fulvestrant,,ospemifene,bazedoxifene,Methyltestosterone,norgestimate,medroxyprogesterone acetate,quinestrol
C0151636,aprindine,levocarnitine,cinchocaine,procainamide,propafenone,flecainide,vernakalant,mexiletine,Encainide,moracizine
C0856727,hycanthone,benzbromarone,tocofersolan,lomitapide,,Hesperetin,acitretin,Fentanyl,sulfinpyrazone,ivabradine
C0013405,Glycerin,fostamatinib,hyaluronidase (ovine),,Tromethamine,SUCROSE,Filgrastim,glucosamine,minocycline,Gentamicins
C0546817,abiraterone,metyrapone,tenofovir-disoproxil,aminoglutethimide,fluconazole,efinaconazole,itraconazole,dutasteride,finasteride,anastrozole
C0014356,ezetimibe,Icatibant,,minocycline,Niclosamide,Polaprezinc,mifepristone,zinc,L-Glutamic Acid,GINSENG
C0030590,aspirin,fostamatinib,dabrafenib,estramustine,Adenosine monophosphate,L-Glutamic Acid,dacarbazine,Diethylstilbestrol,carmustine,estradiol cypionate
C0847614,tranilast,Lithium,dantrolene,NADH,glycolic acid,ibrutinib,Glycerin,Vitamin E,Adenosine monophosphate,nilotinib
C0004153,,resveratrol,Kappadione,,Coagulation Factor IX,menadione,Coagulation factor VIIa Recombinant Human,Polaprezinc,zinc,
C0019880,cyanocobalamin,Hydroxocobalamin,L-Serine,dienestrol,toremifene,clomifene,masoprocol,ademetionine,ethinyl-estradiol,L-Cysteine
C0041341,fostamatinib,everolimus,temsirolimus,Arsenic trioxide,nicotinamide,regorafenib,aspirin,,fulvestrant,Astemizole
C0524909,zinc,Iron,bacitracin,cisplatin,Thalidomide,IRON DEXTRAN,,ocriplasmin,sodium ferric gluconate complex,Oxycodone
C0042847,DUPILUMAB,terbinafine,potassium chloride,,orlistat,meclofenamic-acid,,,L-Lysine,Choriogonadotropin alfa
C0031117,NADH,fostamatinib,zinc,podophyllotoxin,,Arsenic trioxide,coenzyme Q10,MOROCTOCOG ALFA,fulvestrant,Glutathione
C0085129,diclofenac,Polaprezinc,sulindac,mesalazine,clenbuterol,minoxidil,lornoxicam,icosapent,alclofenac,
C0040261,amsacrine,Oxycodone,Thalidomide,Anakinra,vincristine,fostamatinib,podophyllotoxin,glucosamine,Pseudoephedrine,Arsenic trioxide
C0007102,aspirin,podophyllotoxin,,fulvestrant,ospemifene,fostamatinib,bazedoxifene,copanlisib,idelalisib,Glycerin
C0010481,Corticotropin,loperamide,corticorelin ovine triflutate,"MSH, 4-Nle-7-Phe-alpha-",dextromethorphan,AFLIBERCEPT,fluoxetine,ursodiol,pirfenidone,mecamylamine
C0268596,NADH,coenzyme Q10,levofloxacin,lomefloxacin,mitoxantrone,norfloxacin,ofloxacin,pixantrone,paracetamol,valrubicin
C0020542,fostamatinib,carvedilol,minocycline,masoprocol,,zinc,dienestrol,resveratrol,L-Arginine,mesalazine
C0038325,Arsenic trioxide,,fulvestrant,fostamatinib,bazedoxifene,ospemifene,,triflusal,aspirin,
C0876973,dextromethorphan,Tenecteplase,regorafenib,Necitumumab,dasatinib,fostamatinib,aspirin,sorafenib,gefitinib,zinc
C0162836,NAFAMOSTAT,Dextropropoxyphene,Heroin,naloxone,montelukast,pranlukast,cyclandelate,fostamatinib,Aprotinin,fulvestrant
C1263846,cholic-acid,Oxygen,ademetionine,,Acetohydroxamic Acid,NADH,fostamatinib,Filgrastim,estradiol cypionate,Valproic Acid
C2242472,Rilonacept,L-Serine,isoprenaline,quinidine,imatinib,IRON DEXTRAN,regorafenib,Pyridoxal Phosphate,sodium ferric gluconate complex,zinc
C0268390,,MOROCTOCOG ALFA,N-Acetyl-D-glucosamine,podophyllotoxin,vincristine,Rifabutin,Mecasermin,Alteplase,Tenecteplase,
C0032768,phenacemide,lacosamide,mephenytoin,oxcarbazepine,ethotoin,rufinamide,eslicarbazepine-acetate,tetracaine,phenytoin,carbamazepine
C1408258,amiloride,triamterene,Tenecteplase,doxycycline,Arsenic trioxide,zinc,,L-Aspartic Acid,,SUCROSE
C0026709,boceprevir,rimexolone,,amiodarone,fludroxycortide,triamcinolone,isradipine,ciclesonide,fluocinonide,bepridil
C0006142,Arsenic trioxide,,trientine,copanlisib,idelalisib,hyaluronidase (ovine),podophyllotoxin,,fostamatinib,palifermin
C0151740,ponatinib,nintedanib,palifermin,lenvatinib,regorafenib,pazopanib,Thalidomide,fostamatinib,Heparin,Adenosine monophosphate
C0270736,clomethiazole,,zolpidem,etizolam,carisoprodol,zaleplon,Butethal,barbital,APROBARBITAL,Amobarbital
C0023467,NONACOG BETA PEGOL,lasofoxifene,fostamatinib,TUROCTOCOG ALFA,ANTITHROMBIN ALFA,betrixaban,lisinopril,moexipril,rivaroxaban,apixaban
C0023473,ponatinib,dasatinib,imatinib,regorafenib,bosutinib,nilotinib,,lenvatinib,aspirin,
C0023472,,fulvestrant,bazedoxifene,ospemifene,panobinostat,,Sodium stibogluconate,homoharringtonine,vorinostat,SUCROSE
C0020621,hydroflumethiazide,trichlormethiazide,bendroflumethiazide,quinethazone,methyclothiazide,chlorthalidone,niflumic-acid,fluoxymesterone,hydrocortisone,diazoxide
C0020635,abiraterone,aminoglutethimide,anastrozole,exemestane,testolactone,letrozole,nandrolone,finasteride,fluconazole,efinaconazole
C0006625,cholic-acid,Oxygen,halofuginone,tiludronate,NADH,ixabepilone,GINSENG,colchicine,resveratrol,fostamatinib
C0032580,zinc,THROMBIN ALFA,,resveratrol,Necitumumab,aspirin,gefitinib,,erlotinib,THROMBOMODULIN ALFA
C0014553,doxapram,bepridil,amiodarone,felodipine,isradipine,pregabalin,gabapentin-enacarbil,spironolactone,gabapentin,omeprazole
C0032027,acyclovir,daratumumab,fostamatinib,Denosumab,Siltuximab,roflumilast,Canakinumab,Glycine,glucosamine,nicotinamide
C0018802,cholic-acid,Oxygen,NADH,zinc,pirfenidone,Iron,fostamatinib,,coenzyme Q10,Succinic acid
C0020437,,Acetohydroxamic Acid,regorafenib,Polaprezinc,lenalidomide,ponatinib,glucosamine,fostamatinib,Arsenic trioxide,imatinib
C0008350,glyburide,probucol,cyclosporine,eflornithine,NADH,zinc,glycolic acid,IRON DEXTRAN,sodium ferric gluconate complex,Insulin Detemir
C0011615,glucosamine,Polaprezinc,regorafenib,sorafenib,ibudilast,minocycline,CHONDROITIN SODIUM,carvedilol,racecadotril,sacubitril
C0878787,NADH,L-Phenylalanine,fostamatinib,quinidine,coenzyme Q10,aspirin,zinc,fulvestrant,Adenosine monophosphate,Pyridoxal Phosphate
C0037188,fulvestrant,,ospemifene,bazedoxifene,quinestrol,tibolone,Conjugated Estrogens,mestranol,podophyllotoxin,dactinomycin
C0155862,,Arsenic trioxide,sulindac,isoprenaline,fostamatinib,regorafenib,bosutinib,fulvestrant,aspirin,bazedoxifene
C0268583,cyanocobalamin,Hydroxocobalamin,minocycline,NADH,Succinic acid,levocarnitine,Estrone,ethinyl-estradiol,levonorgestrel,Glutathione
C0020557,isoflurophate,,bambuterol,dipivefrine,pralidoxime,edrophonium,tacrine,rivastigmine,demecarium,
C0022354,hycanthone,benzbromarone,tocofersolan,lomitapide,,Hesperetin,acitretin,sulfinpyrazone,Fentanyl,ivabradine
C0007117,"MSH, 4-Nle-7-Phe-alpha-",Corticotropin,Cosyntropin,fostamatinib,,ospemifene,fulvestrant,Arsenic trioxide,aspirin,Polaprezinc
C0013604,niflumic-acid,zinc,fostamatinib,Tenecteplase,aspirin,lenalidomide,Polaprezinc,,pomalidomide,MOROCTOCOG ALFA
C0011991,glyburide,voglibose,dexamethasone,miglitol,felodipine,etacrynic-acid,bumetanide,spironolactone,progesterone,hydroflumethiazide
C2239176,zinc,fostamatinib,aspirin,Arsenic trioxide,NADH,,ospemifene,,fulvestrant,bazedoxifene
C0751122,phenytoin,mephenytoin,phenacemide,lacosamide,ethotoin,eslicarbazepine-acetate,tetracaine,oxcarbazepine,rufinamide,carbamazepine
C0036651,dabrafenib,trametinib,sorafenib,regorafenib,bosutinib,vemurafenib,cobimetinib,fostamatinib,,hydroquinone
C0034734,Glutathione,Peginterferon alfa-2a,Peginterferon alfa-2b,Interferon Alfa-2a,,"INTERFERON BETA-1A,RECOMBINANT",Interferon beta-1b,,Siltuximab,Sucroferric Oxyhydroxide
C0001957,rizatriptan,CANGRELOR,clopidogrel,ticagrelor,ticlopidine,prasugrel,zolmitriptan,naratriptan,almotriptan,dihydroergotamine
C0162566,Nafcillin,tenofovir-disoproxil,simeprevir,pyridoxine,pyridoxal,Isoniazid,telithromycin,methoxsalen,Ritonavir,diacerein
C0276226,fostamatinib,Arsenic trioxide,mesalazine,paclitaxel,,fulvestrant,ruxolitinib,golimumab,tofacitinib,aspirin
C1261473,ponatinib,regorafenib,imatinib,pazopanib,sunitinib,nintedanib,Succinic acid,fostamatinib,lenvatinib,aspirin
C0746102,ivacaftor,lumacaftor,tezacaftor,capsaicin,CROFELEMER,bumetanide,Dexibuprofen,ibuprofen,nimodipine,fostamatinib
C1565489,niflumic-acid,,Acetohydroxamic Acid,pirfenidone,zinc,bleomycin,Filgrastim,fostamatinib,voglibose,L-Cystine
C0042842,nicotinamide,olaparib,retinol,tretinoin,Theophylline,L-Histidine,zinc,podophyllotoxin,NAFAMOSTAT,
C0035412,minocycline,carvedilol,CHONDROITIN SODIUM,Mecasermin,Tromethamine,fostamatinib,Bevacizumab,propacetamol,podophyllotoxin,AFLIBERCEPT
C0024523,folic-acid,indomethacin,sulfasalazine,trientine,L-Lysine,acenocoumarol,phenprocoumon,phenindione,droxicam,
C2607914,tranilast,doxylamine,Butriptyline,molindone,meclizine,thiothixene,Astemizole,pheniramine,rupatadine,ebastine
C0010692,dimethyl-fumarate,clenbuterol,Polaprezinc,loperamide,acetylcysteine,bortezomib,Arsenic trioxide,aspirin,Tenecteplase,Methyltestosterone
C0015503,anisindione,phytonadione,,menadione,Coagulation factor VIIa Recombinant Human,,Coagulation Factor IX,Kappadione,,NONACOG BETA PEGOL
C0936215,zinc,cisplatin,Iron,Tenecteplase,Ancrod,MOROCTOCOG ALFA,fostamatinib,amsacrine,mifepristone,
C0026650,minaprine,NADH,loperamide,Valproic Acid,fostamatinib,dopamine,podophyllotoxin,fluphenazine,vincristine,naloxone
C1384606,secukinumab,fostamatinib,regorafenib,MOROCTOCOG ALFA,acetylcysteine,mesalazine,sulindac,Anakinra,,ocriplasmin
C0030807,zinc,Oxycodone,Thalidomide,Sucroferric Oxyhydroxide,Iron,,lidocaine,sodium ferric gluconate complex,disopyramide,IRON DEXTRAN
C0018621,Glycine,vigabatrin,nicotinamide,cefdinir,,tiagabine,coumarin,Ecothiopate,felbinac,botulinum toxin type B
C0022595,,bretylium,Digitoxin,,MAGNESIUM ACETATE,almitrine,MAGNESIUM,digoxin,ciclopirox,mebendazole
C0020433,golimumab,Certolizumab pegol,Infliximab,pomalidomide,pirfenidone,amrinone,sulfinpyrazone,glucosamine,lenalidomide,chloroquine
C0023890,NADH,zinc,Collagenase clostridium histolyticum,Tranexamic Acid,lasofoxifene,glyburide,fluoxymesterone,cefotaxime,Streptokinase,
C0024899,nilotinib,imatinib,lenvatinib,sunitinib,pazopanib,sorafenib,ponatinib,regorafenib,dasatinib,
C0031099,Adalimumab,Cetuximab,trastuzumab,Abciximab,Etanercept,Muromonab-CD3,Gemtuzumab ozogamicin,Ibritumomab tiuxetan,Rituximab,Bevacizumab
C0002453,abiraterone,,Lutropin alfa,aminoglutethimide,anastrozole,exemestane,testolactone,letrozole,nandrolone,Estrone
C0013238,doxycycline,hyaluronidase (ovine),L-Arginine,,fulvestrant,ospemifene,,diazoxide,bazedoxifene,NADH
C0010043,lenvatinib,nintedanib,palifermin,ponatinib,regorafenib,Thalidomide,pazopanib,Heparin,imatinib,tiludronate
C0033117,sodium ferric gluconate complex,IRON DEXTRAN,Sucroferric Oxyhydroxide,Oxygen,Iron,Thalidomide,Oxycodone,disopyramide,lidocaine,zinc
C0020619,pentoxifylline,Adenosine monophosphate,caffeine,dipyridamole,amrinone,trapidil,ketotifen,Nitroprusside,Nitroglycerin,Methylene Blue
C0079744,idelalisib,copanlisib,fostamatinib,cholic-acid,celecoxib,caffeine,NADH,isoprenaline,Arsenic trioxide,paclitaxel
C0020625,dexamethasone,spironolactone,felodipine,nimodipine,progesterone,fluticasone propionate,Fludrocortisone,,testosterone,drospirenone
C0035228,Polaprezinc,fingolimod,naloxone,glucosamine,trazodone,Tenecteplase,pirfenidone,olopatadine,chlorprothixene,
C0035229,cholic-acid,Oxygen,halofuginone,fostamatinib,NADH,Urokinase,palifermin,,tiludronate,MOROCTOCOG ALFA
C0948480,cyanocobalamin,pirfenidone,Certolizumab pegol,golimumab,Infliximab,pomalidomide,deserpidine,quinapril,perindopril,Spirapril
C1800706,estramustine,paclitaxel,,docetaxel,zinc,coumarin,Pseudoephedrine,vincristine,podophyllotoxin,vemurafenib
C0014556,captopril,ramipril,enalaprilat,,GAMMA-AMINOBUTYRIC ACID,zinc,baclofen,regorafenib,vandetanib,ponatinib
C0151744,fostamatinib,zinc,NADH,dasatinib,Arsenic trioxide,aspirin,Filgrastim,,Tenecteplase,
C0028734,disulfiram,dopamine,Vitamin C,bacitracin,metirosine,ocriplasmin,Becaplermin,metronidazole,tolperisone,telithromycin
C0401151,orlistat,fingolimod,aldesleukin,Denileukin diftitox,dasatinib,Arsenic trioxide,,aspirin,Dalbavancin,fostamatinib
C0032787,tacrine,pralidoxime,demecarium,edrophonium,,rivastigmine,Ecothiopate,bambuterol,isoflurophate,oxymetholone
C0037199,dextromethorphan,dasatinib,fostamatinib,cladribine,zinc,isoprenaline,bosutinib,ponatinib,ivacaftor,regorafenib
C0079584,Glycine,L-Histidine,Ecothiopate,urea,resveratrol,Choline,THROMBOMODULIN ALFA,lomefloxacin,ephedrine,norepinephrine
C0002888,Hydroxocobalamin,cyanocobalamin,orlistat,Dalbavancin,trimethoprim,pralatrexate,pemetrexed,Gentamicins,NADH,pioglitazone
C0001403,cyanocobalamin,NADH,icosapent,Glutathione,Rosiglitazone,panobinostat,retinol,belinostat,vinorelbine,vorinostat
C0343065,amsacrine,Oxycodone,Thalidomide,Anakinra,podophyllotoxin,Ustekinumab,Pseudoephedrine,,MOROCTOCOG ALFA,resveratrol
C0020546,glutamine-(l),mercaptopurine,azathioprine,Ustekinumab,dasatinib,guselkumab,aspirin,Pseudoephedrine,Necitumumab,gefitinib
C0021670,Arsenic trioxide,fostamatinib,regorafenib,hyaluronidase (ovine),ponatinib,,fulvestrant,nintedanib,Methyltestosterone,vemurafenib
C0346647,,Acetohydroxamic Acid,aspirin,podophyllotoxin,fostamatinib,fulvestrant,,ospemifene,bazedoxifene,Arsenic trioxide
C0040517,domperidone,blonanserin,,Captodiame,,,prochlorperazine,levodopa,droperidol,cariprazine
C0010308,,Dextrothyroxine,levothyroxine,liothyronine,amlexanox,Adenosine monophosphate,amiodarone,,apremilast,Theophylline
C0268579,Biotin,L-Valine,profenamine,,,memantine,magnesium carbonate,orphenadrine,felbamate,gabexate
C0342384,danazol,gestrinone,goserelin-acetate,Buserelin,gonadorelin,Histrelin,Abarelix,degarelix,ganirelix,triptorelin
C1168401,aspirin,celecoxib,resveratrol,Arsenic trioxide,sulfinpyrazone,romidepsin,icosapent,,fostamatinib,fulvestrant
C0019112,cefazolin,Phenol,phensuximide,trimethadione,cefotaxime,ethosuximide,paramethadione,mestinon,Potassium perchlorate,methsuximide
C0149725,halofuginone,cladribine,N-Acetyl-D-glucosamine,isradipine,tiludronate,felodipine,amiodarone,Urokinase,bepridil,edrophonium
C1956346,TETRACHLORODECAOXIDE,,fostamatinib,zinc,,fulvestrant,ospemifene,bazedoxifene,Adenosine monophosphate,oxymetholone
C0376545,cytarabine,,aspirin,clofarabine,fludarabine,cladribine,nelarabine,MOROCTOCOG ALFA,,podophyllotoxin
C0042880,Glycine,fluconazole,orlistat,itraconazole,efinaconazole,fostamatinib,acyclovir,hydroxyurea,terbinafine,acetylcysteine
C2267227,CHONDROITIN SODIUM,,montelukast,Aprotinin,,NAFAMOSTAT,cyclandelate,thiamine,zafirlukast,Dextropropoxyphene
C0870082,NADH,regorafenib,fostamatinib,sorafenib,Arsenic trioxide,Mecasermin,dasatinib,Insulin Glargine,,nintedanib
C0013415,phentermine,phenelzine,Rilonacept,minaprine,Methamphetamine,pirlindole,tranylcypromine,procarbazine,selegiline,pargyline
C0023267,fulvestrant,ospemifene,Methyltestosterone,bazedoxifene,,quinestrol,norgestimate,Conjugated Estrogens,mestranol,tibolone
C0030569,Fentanyl,tocofersolan,hycanthone,cefazolin,celecoxib,,MOROCTOCOG ALFA,zinc,coumarin,Teriparatide
C0028326,regorafenib,sorafenib,bosutinib,dabrafenib,trametinib,vemurafenib,dasatinib,fostamatinib,cobimetinib,vandetanib
C0034069,pranlukast,nedocromil,,montelukast,Acetohydroxamic Acid,,zafirlukast,Filgrastim,glucosamine,minocycline
C0010691,L-Cystine,acarbose,scopolamine,miglitol,voglibose,ouabain,L-Phenylalanine,clodronic-acid,deslanoside,velaglucerase alfa
C2316810,vincristine,ocriplasmin,podophyllotoxin,,colchicine,fostamatinib,ixabepilone,vinorelbine,vindesine,ethotoin
C1527336,Etanercept,Natalizumab,sarilumab,trastuzumab,Adalimumab,Abciximab,Cetuximab,Bevacizumab,Muromonab-CD3,alefacept
C0002726,isoflurophate,minaprine,ephedrine,dipivefrine,mestinon,edrophonium,physostigmine,demecarium,pralidoxime,rivastigmine
C0026848,cholic-acid,halofuginone,Oxygen,fluphenazine,chlorpromazine,yohimbine,dopamine,NADH,perphenazine,amitriptyline
C0085649,,N-Acetyl-D-glucosamine,L-Isoleucine,carfilzomib,TUROCTOCOG ALFA,clofarabine,bortezomib,podophyllotoxin,cytarabine,vincristine
C0007138,promethazine,asenapine,doxepin,mianserin,ranitidine,epinastine,tolazoline,methantheline,cimetidine,nizatidine
C0205768,fostamatinib,everolimus,temsirolimus,nicotinamide,Arsenic trioxide,dabrafenib,regorafenib,aspirin,,Astemizole
